effective_id	display_name	match_tier	source	donor_cid	real_prog_count	prog_fp	sample_titles
US: FANDUEL SPORTS SUN HD	Fanduel Sports Sun HD [US]	dummy			0		
US: FANTASY SPORTS NETWORK	Fantasy Sports Network [US]	dummy			0		
US: FASHION ONE ᵁᴴᴰ 3840P	Fashion One UHD 3840p [US]	dummy			0		
US: FIGHT NETWORK HD	Fight Network HD [US]	norm-name	provider_3	ea4a382a-356e-4693-9a4d-36782f1f2713	91	982cd019e7	Fight Network Recharged | Impact in 60: Mr. Anderson | IMPACT in 60
US: FITE TV 24/7 ᴴᴰ	Fite TV 24/7 HD [US]	dummy			0		
US: FL WMBB ABC 13	Fl Wmbb ABC 13 [US]	dummy			0		
US: FORMULA 1 CHANNEL (FM1TV) ᴿᴬᵂ	Formula 1 Channel (FM1TV) RAW [US]	dummy			0		
US: FOX (KABB) SAN ANTONIO HD	FOX (KABB) San Antonio HD [US]	callsign	US_LOCALS1	KABB-DT.us_locals1	0		
US: FOX (KBFX) BAKERSFIELD HD	FOX (KBFX) Bakersfield HD [US]	callsign	US_LOCALS1	KBFX-CD.us_locals1	0		
US: FOX (KBSI) PADUCAH HD	FOX (KBSI) Paducah HD [US]	callsign	US_LOCALS1	KBSI-DT.us_locals1	0		
US: FOX (KCPQ)	FOX (KCPQ) [US]	callsign	US_LOCALS1	KCPQ-LD.us_locals1	0		
US: FOX (KDFW)	FOX (KDFW) [US]	callsign	US_LOCALS1	KDFW-DT.us_locals1	0		
US: FOX (KDSM) DES MOINES HD	FOX (KDSM) Des Moines HD [US]	callsign	US_LOCALS1	KDSM-DT.us_locals1	0		
US: FOX (KDVR)	FOX (KDVR) [US]	callsign	provider_14	KDVR.us	52	226c280ab2	The Kelly Clarkson Show | Access Hollywood | FOX 31 Morning News at 4:30am
US: FOX (KFOX) EL PASO HD	FOX (KFOX) El Paso HD [US]	callsign	provider_14	KFOX.us	54	299b34395e	Judge Mathis | Live: The National News Desk | Live: KFOX14 Morning News
US: FOX (KFXA) CEDAR RAPIDS HD	FOX (KFXA) Cedar Rapids HD [US]	callsign	US_LOCALS1	KFXA-DT.us_locals1	0		
US: FOX (KFXL) LINCOLN HD	FOX (KFXL) Lincoln HD [US]	callsign	US_LOCALS1	KFXL-LD.us_locals1	0		
US: FOX (KKFX) LOMPOC HD	FOX (KKFX) Lompoc HD [US]	callsign	US_LOCALS1	KKFX-CD.us_locals1	0		
US: FOX (KMPH) FRESNO HD	FOX (KMPH) Fresno HD [US]	callsign	provider_14	KMPH.us	55	b55f308b6a	Young Sheldon | Bob Hearts Abishola | AgDay
US: FOX (KMSP)	FOX (KMSP) [US]	callsign	US_LOCALS1	KMSP-DT.us_locals1	0		
US: FOX (KOKH)	FOX (KOKH) [US]	callsign	provider_14	KOKH.us	55	679e095159	Judge Judy | Good Day OK at 5A | Live: Good Day OK at 6A
US: FOX (KOKH) OKLAHOMA CITY HD	FOX (KOKH) Oklahoma City HD [US]	callsign	provider_14	KOKH.us	55	679e095159	Judge Judy | Good Day OK at 5A | Live: Good Day OK at 6A
US: FOX (KPTM) OMAHA HD	FOX (KPTM) Omaha HD [US]	callsign	US_LOCALS1	KPTM-DT.us_locals1	0		
US: FOX (KRIV)	FOX (KRIV) [US]	callsign	US_LOCALS1	KRIV-DT.us_locals1	0		
US: FOX (KRQE) ALBUQUERQUE HD	FOX (KRQE) Albuquerque HD [US]	callsign	provider_14	KRQE.us	60	8cf741d014	CBS News Mornings | KRQE News 13 at 4:30am | KRQE News 13 This Morning
US: FOX (KRQEDT2) ALBUQUERQUE NEW MEXICO	FOX (KRQEDT2) Albuquerque New Mexico [US]	dummy			0		
US: FOX (KRXI) RENO HD	FOX (KRXI) Reno HD [US]	callsign	US_LOCALS1	KRXI-LD.us_locals1	0		
US: FOX (KSAS) WICHITA HD	FOX (KSAS) Wichita HD [US]	callsign	provider_14	KSAS.us	60	7d071a6493	Paid Programming | The National News Desk | Live: The National Weather Desk
US: FOX (KSAZ)	FOX (KSAZ) [US]	callsign	provider_14	KSAZ.us	54	b1a3ce476f	Paid Programming | TMZ | FOX 10 Arizona Morning at 4:30am
US: FOX (KSCC) CORPCHRISTI HD	FOX (KSCC) Corpchristi HD [US]	callsign	US_LOCALS1	KSCC-DT.us_locals1	0		
US: FOX (KTBC)	FOX (KTBC) [US]	callsign	US_LOCALS1	KTBC-DT.us_locals1	0		
US: FOX (KTTV)	FOX (KTTV) [US]	dummy			0		
US: FOX (KTVI)	FOX (KTVI) [US]	callsign	US_LOCALS1	KTVI-DT.us_locals1	0		
US: FOX (KTVU) OAKLAND CALIFORNIA	FOX (KTVU) Oakland California [US]	callsign	US_LOCALS1	KTVU-LD.us_locals1	0		
US: FOX (KVVU)	FOX (KVVU) [US]	callsign	US_LOCALS1	KVVU-DT.us_locals1	0		
US: FOX (WACH) COLUMBIA HD	FOX (WACH) Columbia HD [US]	callsign	provider_14	WACH.us	57	b0c051468a	WACH FOX News | Live: The National News Desk | Live: Good Day Columbia
US: FOX (WBFF)	FOX (WBFF) [US]	callsign	US_LOCALS1	WBFF-DT.us_locals1	0		
US: FOX (WBFF) BALTIMORE HD	FOX (WBFF) Baltimore HD [US]	callsign	US_LOCALS1	WBFF-DT.us_locals1	0		
US: FOX (WDKY) LEXINGTON HD	FOX (WDKY) Lexington HD [US]	callsign	US_LOCALS1	WDKY-DT.us_locals1	0		
US: FOX (WEMT) TRI-CITIES HD	FOX (WEMT) Tri-Cities HD [US]	callsign	US_LOCALS1	WEMT-DT.us_locals1	0		
US: FOX (WEVV) EVANSVILLE HD	FOX (WEVV) Evansville HD [US]	callsign	provider_14	WEVV.us	60	ea5c8b8451	AgDay | CBS News Mornings | 44News This Morning at 5
US: FOX (WEVV2) OWENSBORO HD	FOX (WEVV2) Owensboro HD [US]	dummy			0		
US: FOX (WFLD)	FOX (WFLD) [US]	callsign	provider_14	WFLD.us	49	63dfd6a742	TMZ | Chicago Morning News at 430A | Chicago Morning News at 5A
US: FOX (WFXT)	FOX (WFXT) [US]	callsign	provider_14	WFXT.us	48	91d2448e4b	Live: Boston 25 Morning News at 5AM | Live: Boston 25 Morning News at 6AM | Live: Boston 25 Morning News at 7AM
US: FOX (WGXA) MACON HD	FOX (WGXA) Macon HD [US]	callsign	US_LOCALS1	WGXA-DT2.us_locals1	0		
US: FOX (WITI)	FOX (WITI) [US]	callsign	US_LOCALS1	WITI-DT.us_locals1	0		
US: FOX (WJBK)	FOX (WJBK) [US]	callsign	provider_14	WJBK.us	42	4fe6f27feb	FOX 2 News Morning: Good Morning Detroit | FOX2 News: The Noon | Live: FIFA World Cup Live
US: FOX (WJZY)	FOX (WJZY) [US]	callsign	US_LOCALS1	WJZY-DT.us_locals1	0		
US: FOX (WLUK) GREEN BAY HD	FOX (WLUK) Green Bay HD [US]	callsign	provider_14	WLUK.us	47	78aa1bd5f3	AgDay | Live: Good Day Wisconsin | Live with Kelly and Mark
US: FOX (WOFL)	FOX (WOFL) [US]	callsign	US_LOCALS1	WOFL-DT.us_locals1	0		
US: FOX (WOGX)	FOX (WOGX) [US]	callsign	US_LOCALS1	WOGX-DT.us_locals1	0		
US: FOX (WPFO) WATERVILLE MAINE	FOX (WPFO) Waterville Maine [US]	callsign	US_LOCALS1	WPFO-DT.us_locals1	0		
US: FOX (WPGH)	FOX (WPGH) [US]	callsign	US_LOCALS1	WPGH-DT.us_locals1	0		
US: FOX (WRAZ) RALEIGH NORTH CAROLINA	FOX (WRAZ) Raleigh North Carolina [US]	callsign	US_LOCALS1	WRAZ-DT.us_locals1	0		
US: FOX (WSVN)	FOX (WSVN) [US]	callsign	provider_14	fox7wsvn.us	55	dafc69d2ea	Today in Florida News | Sherri | Ch. 7 News at Noon
US: FOX (WTVT)	FOX (WTVT) [US]	callsign	US_LOCALS1	WTVT-DT.us_locals1	0		
US: FOX (WTXF)	FOX (WTXF) [US]	callsign	US_LOCALS1	WTXF-LD.us_locals1	0		
US: FOX (WVAH) CHARLESTON HD	FOX (WVAH) Charleston HD [US]	callsign	provider_14	WCHSDT2.us	57	3e2ba081ea	Shepherd's Chapel | FOX Appalachia at 6am | FOX Appalachia at 7am
US: FOX (WVUE)	FOX (WVUE) [US]	callsign	US_LOCALS1	WVUE-DT.us_locals1	0		
US: FOX (WZTV)	FOX (WZTV) [US]	callsign	US_LOCALS1	WZTV-DT2.us_locals1	0		
US: FOX (WZTV) NASHVILLE HD	FOX (WZTV) Nashville HD [US]	callsign	US_LOCALS1	WZTV-DT2.us_locals1	0		
US: FOX 10 HD [ALABAMA]	FOX 10 HD [Alabama] [US]	dummy			0		
US: FOX 10 XTRA HD [PHOENIX]	FOX 10 Xtra HD [Phoenix] [US]	dummy			0		
US: FOX 11 (KRXI) RENO HD	FOX 11 (KRXI) Reno HD [US]	callsign	US_LOCALS1	KRXI-LD.us_locals1	0		
US: FOX 11 (KTTV) LOS ANGELES HD	FOX 11 (KTTV) Los Angeles HD [US]	dummy			0		
US: FOX 13 (KCPQ) TACOMA HD	FOX 13 (KCPQ) Tacoma HD [US]	callsign	US_LOCALS1	KCPQ-LD.us_locals1	0		
US: FOX 13 (WTVT) TAMPA HD	FOX 13 (WTVT) Tampa HD [US]	callsign	US_LOCALS1	WTVT-DT.us_locals1	0		
US: FOX 13 HD [ALBUQUERQUE]	FOX 13 HD [Albuquerque] [US]	dummy			0		
US: FOX 13 HD [SEATTLE]	FOX 13 HD [Seattle] [US]	dummy			0		
US: FOX 14 HD [JACKSON]	FOX 14 HD [Jackson] [US]	dummy			0		
US: FOX 17 (KDSM) DES MOINES HD	FOX 17 (KDSM) Des Moines HD [US]	callsign	US_LOCALS1	KDSM-DT.us_locals1	0		
US: FOX 17 (KTTW) SIOUX FALLS HD	FOX 17 (KTTW) Sioux Falls HD [US]	callsign	US_LOCALS1	KTTW-DT.us_locals1	0		
US: FOX 17 (WZTV) NASHVILLE HD	FOX 17 (WZTV) Nashville HD [US]	callsign	US_LOCALS1	WZTV-DT2.us_locals1	0		
US: FOX 19 (WXIX) NEWPORT HD	FOX 19 (WXIX) Newport HD [US]	callsign	US_LOCALS1	WXIX-DT.us_locals1	0		
US: FOX 19 HD [CINCINNATI]	FOX 19 HD [Cincinnati] [US]	dummy			0		
US: FOX 2 (KHON) HONOLULU HD	FOX 2 (KHON) Honolulu HD [US]	callsign	provider_14	KHON.us	53	307b919060	The Big Bang Theory | FIFA World Cup On FOX After Hours With James Corden | Good Morning Football: Overtime
US: FOX 2 HD [SAN FRANCISCO]	FOX 2 HD [San Francisco] [US]	dummy			0		
US: FOX 20 (KCVU) CHICO / REDDING	FOX 20 (KCVU) Chico / Redding [US]	callsign	US_LOCALS1	KCVU-DT.us_locals1	0		
US: FOX 21 HD [ASHEVILLE]	FOX 21 HD [Asheville] [US]	dummy			0		
US: FOX 21 HD [GREENVILLE SC]	FOX 21 HD [Greenville Sc] [US]	dummy			0		
US: FOX 22 (WSBT) SOUTH BEND HD	FOX 22 (WSBT) South Bend HD [US]	callsign	US_LOCALS1	WSBT-DT2.us_locals1	0		
US: FOX 22 COLUMBIA MO (KQFX) HD	FOX 22 Columbia Mo (KQFX) HD [US]	callsign	US_LOCALS1	KQFX-LD.us_locals1	0		
US: FOX 23 (KBSI) CAPE GIRARDEAU HD	FOX 23 (KBSI) Cape Girardeau HD [US]	callsign	US_LOCALS1	KBSI-DT.us_locals1	0		
US: FOX 23 (KOKI) TULSA HD	FOX 23 (KOKI) Tulsa HD [US]	callsign	US_LOCALS1	KOKI-DT.us_locals1	0		
US: FOX 23 (WPFO) PORTLAND HD	FOX 23 (WPFO) Portland HD [US]	callsign	US_LOCALS1	WPFO-DT.us_locals1	0		
US: FOX 24 (WGXA) MACON HD	FOX 24 (WGXA) Macon HD [US]	callsign	US_LOCALS1	WGXA-DT2.us_locals1	0		
US: FOX 24 HD [FORT SMITH]	FOX 24 HD [Fort Smith] [US]	dummy			0		
US: FOX 25 (WLAX) EAU CLAIRE HD	FOX 25 (WLAX) Eau Claire HD [US]	callsign	US_LOCALS1	WLAX-DT.us_locals1	0		
US: FOX 26 (KRIV) HOUSTON HD	FOX 26 (KRIV) Houston HD [US]	callsign	US_LOCALS1	KRIV-DT.us_locals1	0		
US: FOX 27 (WFXR) ROANOKE HD	FOX 27 (WFXR) Roanoke HD [US]	callsign	US_LOCALS1	WFXR-DT.us_locals1	0		
US: FOX 28 (KAYU) SPOKANE HD	FOX 28 (KAYU) Spokane HD [US]	callsign	US_LOCALS1	KAYU-DT.us_locals1	0		
US: FOX 28 (WTGS) HARDEEVILLE HD	FOX 28 (WTGS) Hardeeville HD [US]	callsign	US_LOCALS1	WTGS-DT.us_locals1	0		
US: FOX 29 (KABB) SAN ANTONIO HD	FOX 29 (KABB) San Antonio HD [US]	callsign	US_LOCALS1	KABB-DT.us_locals1	0		
US: FOX 29 (WTXF) PHILADELPHIA HD	FOX 29 (WTXF) Philadelphia HD [US]	callsign	US_LOCALS1	WTXF-LD.us_locals1	0		
US: FOX 29 HD [BUFFALO]	FOX 29 HD [Buffalo] [US]	token	provider_14	WUTV.us	62	a3b9a8c523	Seinfeld | Divorce Court | Ready for a safer shower? Enjoy a one-day bath remodel with Jacuzzi.
US: FOX 29 HD [PALM BEACH]	FOX 29 HD [Palm Beach] [US]	token	provider_14	WUTV.us	62	a3b9a8c523	Seinfeld | Divorce Court | Ready for a safer shower? Enjoy a one-day bath remodel with Jacuzzi.
US: FOX 30 HD [MERIDIAN MS]	FOX 30 HD [Meridian Ms] [US]	dummy			0		
US: FOX 31 (WUHF) ROCHESTER HD	FOX 31 (WUHF) Rochester HD [US]	callsign	US_LOCALS1	WUHF-DT.us_locals1	0		
US: FOX 33 (KMSS) SHREVEPORT HD	FOX 33 (KMSS) Shreveport HD [US]	callsign	US_LOCALS1	KMSS-DT.us_locals1	0		
US: FOX 33 (WZAW) WAUSAU HD	FOX 33 (WZAW) Wausau HD [US]	callsign	US_LOCALS1	WZAW-LD.us_locals1	0		
US: FOX 35 (WOFL) ORLANDO HD	FOX 35 (WOFL) Orlando HD [US]	callsign	US_LOCALS1	WOFL-DT.us_locals1	0		
US: FOX 35 PLUS HD [ORLANDO]	FOX 35 Plus HD [Orlando] [US]	dummy			0		
US: FOX 36 (WFTX) CAPE CORAL HD	FOX 36 (WFTX) Cape Coral HD [US]	callsign	US_LOCALS1	WFTX-DT.us_locals1	0		
US: FOX 38 (KSCC) CORPCHRISTI HD	FOX 38 (KSCC) Corpchristi HD [US]	callsign	US_LOCALS1	KSCC-DT.us_locals1	0		
US: FOX 4 (KDFW) DALLAS HD	FOX 4 (KDFW) Dallas HD [US]	callsign	US_LOCALS1	KDFW-DT.us_locals1	0		
US: FOX 4 BILLINGS MT (KHMT) HD	FOX 4 Billings Mt (KHMT) HD [US]	callsign	US_LOCALS1	KHMT-DT.us_locals1	0		
US: FOX 40 (KTXL) SACRAMENTO HD	FOX 40 (KTXL) Sacramento HD [US]	callsign	US_LOCALS1	KTXL-DT.us_locals1	0		
US: FOX 41 HD [YAKIMA]	FOX 41 HD [Yakima] [US]	dummy			0		
US: FOX 43 (WFXB) MYRTLE BEACH HD	FOX 43 (WFXB) Myrtle Beach HD [US]	callsign	US_LOCALS1	WFXB-DT.us_locals1	0		
US: FOX 43 (WPMT) YORK HD	FOX 43 (WPMT) York HD [US]	callsign	US_LOCALS1	WPMT-DT.us_locals1	0		
US: FOX 43 (WYZZ) BLOOMINGTON HD	FOX 43 (WYZZ) Bloomington HD [US]	callsign	US_LOCALS1	WYZZ-DT.us_locals1	0		
US: FOX 43 HD [HARRISBURG]	FOX 43 HD [Harrisburg] [US]	dummy			0		
US: FOX 44 (KWKT) WACO HD	FOX 44 (KWKT) Waco HD [US]	callsign	US_LOCALS1	KWKT-DT.us_locals1	0		
US: FOX 44 (WGMB) BATON ROUGE HD	FOX 44 (WGMB) Baton Rouge HD [US]	callsign	US_LOCALS1	WGMB-DT.us_locals1	0		
US: FOX 44 HD [EVANSVILLE]	FOX 44 HD [Evansville] [US]	dummy			0		
US: FOX 45 (WBFF) BALTIMORE HD	FOX 45 (WBFF) Baltimore HD [US]	callsign	US_LOCALS1	WBFF-DT.us_locals1	0		
US: FOX 45 (WRGT) DAYTON HD	FOX 45 (WRGT) Dayton HD [US]	callsign	US_LOCALS1	WRGT-DT.us_locals1	0		
US: FOX 46 (WJZY) BELMONT HD	FOX 46 (WJZY) Belmont HD [US]	callsign	US_LOCALS1	WJZY-DT.us_locals1	0		
US: FOX 46 HD [CHARLOTTE]	FOX 46 HD [Charlotte] [US]	dummy			0		
US: FOX 47 (WMSN) MADISON HD	FOX 47 (WMSN) Madison HD [US]	callsign	US_LOCALS1	WMSN-DT.us_locals1	0		
US: FOX 49 (KRBK) OSAGE BEACH HD	FOX 49 (KRBK) Osage Beach HD [US]	callsign	US_LOCALS1	KRBK-DT.us_locals1	0		
US: FOX 5 (WAGA) ATLANTA HD	FOX 5 (WAGA) Atlanta HD [US]	callsign	US_LOCALS1	WAGA-DT.us_locals1	0		
US: FOX 5 (WNYW) NEW YORK HD	FOX 5 (WNYW) New York HD [US]	callsign	US_LOCALS1	WNYW-DT.us_locals1	0		
US: FOX 5 (WTTG) WASHINGTON HD	FOX 5 (WTTG) Washington HD [US]	callsign	US_LOCALS1	WTTG-DT.us_locals1	0		
US: FOX 5 HD [LAS VEGAS]	FOX 5 HD [Las Vegas] [US]	dummy			0		
US: FOX 5 HD [SAN DIEGO]	FOX 5 HD [San Diego] [US]	dummy			0		
US: FOX 5 PLUS HD [WASHINGTON]	FOX 5 Plus HD [Washington] [US]	dummy			0		
US: FOX 50 (WRAZ) RALEIGH HD	FOX 50 (WRAZ) Raleigh HD [US]	callsign	US_LOCALS1	WRAZ-DT.us_locals1	0		
US: FOX 50 HD	FOX 50 HD [US]	dummy			0		
US: FOX 51 (KFXL) LINCOLN HD	FOX 51 (KFXL) Lincoln HD [US]	callsign	US_LOCALS1	KFXL-LD.us_locals1	0		
US: FOX 51 (WOGX) OCALA HD	FOX 51 (WOGX) Ocala HD [US]	callsign	US_LOCALS1	WOGX-DT.us_locals1	0		
US: FOX 51 HD [GAINESVILLE]	FOX 51 HD [Gainesville] [US]	dummy			0		
US: FOX 53 (WPGH) PITTSBURGH HD	FOX 53 (WPGH) Pittsburgh HD [US]	callsign	US_LOCALS1	WPGH-DT.us_locals1	0		
US: FOX 54 (WFXG) AUGTA HD	FOX 54 (WFXG) Augta HD [US]	callsign	US_LOCALS1	WFXG-DT.us_locals1	0		
US: FOX 55 (WFFT) FORT WAYNE HD	FOX 55 (WFFT) Fort Wayne HD [US]	callsign	US_LOCALS1	WFFT-DT.us_locals1	0		
US: FOX 55 (WRSP) SPRINGFIELD HD	FOX 55 (WRSP) Springfield HD [US]	callsign	US_LOCALS1	WRSP-DT.us_locals1	0		
US: FOX 56 (WDKY) DANVILLE HD	FOX 56 (WDKY) Danville HD [US]	callsign	US_LOCALS1	WDKY-DT.us_locals1	0		
US: FOX 56 WOLF HD	FOX 56 Wolf HD [US]	dummy			0		
US: FOX 59 (WXIN) INDIANAPOLIS HD	FOX 59 (WXIN) Indianapolis HD [US]	callsign	US_LOCALS1	WXIN-DT.us_locals1	0		
US: FOX 6 (WBRC) BIRMINGHAM HD	FOX 6 (WBRC) Birmingham HD [US]	callsign	US_LOCALS1	WBRC-DT.us_locals1	0		
US: FOX 6 (WITI) MILWAUKEE HD	FOX 6 (WITI) Milwaukee HD [US]	callsign	US_LOCALS1	WITI-DT.us_locals1	0		
US: FOX 6 BIRMINGHAM AL (WBRC) HD	FOX 6 Birmingham Al (WBRC) HD [US]	callsign	US_LOCALS1	WBRC-DT.us_locals1	0		
US: FOX 6 MILWAUKEE WI (WITI) HD	FOX 6 Milwaukee Wi (WITI) HD [US]	callsign	US_LOCALS1	WITI-DT.us_locals1	0		
US: FOX 61 (WTIC) HARTFORD HD	FOX 61 (WTIC) Hartford HD [US]	callsign	provider_14	WTIC.us	54	115115210d	FOX 61 Morning News | Good Morning Football: Overtime | Tribunal Justice
US: FOX 61 HD [HARTFORD]	FOX 61 HD [Hartford] [US]	dummy			0		
US: FOX 62 (WYFX) YOUNGSTOWN HD	FOX 62 (WYFX) Youngstown HD [US]	callsign	US_LOCALS1	WYFX-LD.us_locals1	0		
US: FOX 62 HD [YOUNGSTOWN]	FOX 62 HD [Youngstown] [US]	dummy			0		
US: FOX 64 (WNAC) PROVIDENCE HD	FOX 64 (WNAC) Providence HD [US]	callsign	US_LOCALS1	WNAC-DT.us_locals1	0		
US: FOX 64 HD [PROVIDENCE]	FOX 64 HD [Providence] [US]	dummy			0		
US: FOX 66 (WFXP) ERIE	FOX 66 (WFXP) Erie [US]	callsign	US_LOCALS1	WFXP-DT.us_locals1	0		
US: FOX 66 (WSMH) FLINT HD	FOX 66 (WSMH) Flint HD [US]	callsign	US_LOCALS1	WSMH-DT2.us_locals1	0		
US: FOX 67 (KFXV) TEXAS HD	FOX 67 (KFXV) Texas HD [US]	callsign	US_LOCALS1	KFXV-DT.us_locals1	0		
US: FOX 68 (WSYT) SYRACE HD	FOX 68 (WSYT) Syrace HD [US]	callsign	US_LOCALS1	WSYT-DT.us_locals1	0		
US: FOX 7 (KTBC) ATIN HD	FOX 7 (KTBC) Atin HD [US]	callsign	US_LOCALS1	KTBC-DT.us_locals1	0		
US: FOX 7 HD [AUSTIN]	FOX 7 HD [Austin] [US]	dummy			0		
US: FOX 8 (WGHP) HIGH POINT HD	FOX 8 (WGHP) High Point HD [US]	callsign	US_LOCALS1	WGHP-DT.us_locals1	0		
US: FOX 8 (WVUE) NEW ORLEANS HD	FOX 8 (WVUE) New Orleans HD [US]	callsign	US_LOCALS1	WVUE-DT.us_locals1	0		
US: FOX 8 HD [GREENSBORO]	FOX 8 HD [Greensboro] [US]	dummy			0		
US: FOX 9 (KMSP) MINNEAPOLIS HD	FOX 9 (KMSP) Minneapolis HD [US]	callsign	US_LOCALS1	KMSP-DT.us_locals1	0		
US: FOX 9 (KNIN) CALDWELL HD	FOX 9 (KNIN) Caldwell HD [US]	callsign	US_LOCALS1	KNIN-DT.us_locals1	0		
US: FOX 9 PLUS HD [MINNEAPOLIS]	FOX 9 Plus HD [Minneapolis] [US]	dummy			0		
US: FOX AL MONTGOMERY (WCOV) HD	FOX Al Montgomery (WCOV) HD [US]	callsign	US_LOCALS1	WCOV-DT.us_locals1	0		
US: FOX HARTFORD (WTIC)	FOX Hartford (WTIC) [US]	callsign	provider_14	WTIC.us	54	115115210d	FOX 61 Morning News | Good Morning Football: Overtime | Tribunal Justice
US: FOX HD	FOX HD [US]	dummy			0		
US: FOX MO CAPE GIRARDEAU (KBSI) HD	FOX Mo Cape Girardeau (KBSI) HD [US]	callsign	US_LOCALS1	KBSI-DT.us_locals1	0		
US: FOX NET [ABILENE TX]	FOX Net [Abilene Tx] [US]	dummy			0		
US: FOX NET [APLENA]	FOX Net [Aplena] [US]	dummy			0		
US: FOX NET [BINGHAMPTON NY]	FOX Net [Binghampton Ny] [US]	dummy			0		
US: FOX SOUL	FOX Soul [US]	norm-name	provider_3	6e4cfd3d-56dd-4463-8f48-9620c2e6ab5d	152	7e50e99d66	The Community of Faith | Black Power Series | How to Make Anyone Fall in Love With You
US: FOX SPORTS 2	FOX Sports 2 [US]	norm-name	provider_3	bfc46e01-73b9-4571-8357-f8298d2b2ced	89	61e2791b10	FIFA World Cup 2026 | NRL Rugby | AMSOIL Championship Off Road
US: FOX SPORTS ARIZONA HD	FOX Sports Arizona HD [US]	dummy			0		
US: FOX SPORTS CAROLINAS HD	FOX Sports Carolinas HD [US]	dummy			0		
US: FOX SPORTS COLLEGE ATLANTIC HD	FOX Sports College Atlantic HD [US]	token	provider_3	9f07c24a-045f-42b4-90a7-fee624e62356	170	37366c6a68	Walkoff Stories: Improbably Gibson | Fox Sports Podcasts | Confessions of a Cubs Fan: A Century of Waiting
US: FOX SPORTS COLLEGE CENTRAL HD	FOX Sports College Central HD [US]	dummy			0		
US: FOX SPORTS COLLEGE PACIFIC HD	FOX Sports College Pacific HD [US]	dummy			0		
US: FOX SPORTS DEPORTES	FOX Sports Deportes [US]	dummy			0		
US: FOX SPORTS DETROIT HD	FOX Sports Detroit HD [US]	dummy			0		
US: FOX SPORTS FLORIDA HD	FOX Sports Florida HD [US]	dummy			0		
US: FOX SPORTS KANSAS CITY HD	FOX Sports Kansas City HD [US]	dummy			0		
US: FOX SPORTS MID WEST HD	FOX Sports Mid West HD [US]	dummy			0		
US: FOX SPORTS MIDWEST HD	FOX Sports Midwest HD [US]	dummy			0		
US: FOX SPORTS NETBASE HD	FOX Sports Netbase HD [US]	dummy			0		
US: FOX SPORTS NORTH HD	FOX Sports North HD [US]	dummy			0		
US: FOX SPORTS OHIO HD	FOX Sports Ohio HD [US]	dummy			0		
US: FOX SPORTS OKLAHOMA HD	FOX Sports Oklahoma HD [US]	dummy			0		
US: FOX SPORTS PRIME TICKET HD	FOX Sports Prime Ticket HD [US]	dummy			0		
US: FOX SPORTS SAN DIEGO HD	FOX Sports San Diego HD [US]	dummy			0		
US: FOX SPORTS SOCCER HD	FOX Sports Soccer HD [US]	dummy			0		
US: FOX SPORTS SOUTH EAST HD	FOX Sports South East HD [US]	dummy			0		
US: FOX SPORTS SOUTH HD	FOX Sports South HD [US]	dummy			0		
US: FOX SPORTS SOUTH WEST HD	FOX Sports South West HD [US]	dummy			0		
US: FOX SPORTS SOUTHEAST HD	FOX Sports Southeast HD [US]	dummy			0		
US: FOX SPORTS SOUTHWEST HD	FOX Sports Southwest HD [US]	dummy			0		
US: FOX SPORTS SPORTSTIME OHIO HD	FOX Sports Sportstime Ohio HD [US]	dummy			0		
US: FOX SPORTS SUN HD	FOX Sports Sun HD [US]	dummy			0		
US: FOX SPORTS TENNESSEE HD	FOX Sports Tennessee HD [US]	dummy			0		
US: FOX SPORTS WEST HD	FOX Sports West HD [US]	dummy			0		
US: FOX SPORTS WISCONSIN HD	FOX Sports Wisconsin HD [US]	norm-name	provider_14	FOXSports.us	0		
US: FOX SPORTS YES HD	FOX Sports Yes HD [US]	dummy			0		
US: FOX SPORTS YES NETWORK HD	FOX Sports Yes Network HD [US]	dummy			0		
US: FOX SPORTSTIME OHIO HD	FOX Sportstime Ohio HD [US]	dummy			0		
US: FOX VISALIA (KMPH)	FOX Visalia (KMPH) [US]	callsign	provider_14	KMPH.us	55	b55f308b6a	Young Sheldon | Bob Hearts Abishola | AgDay
US: FUBO SPORTS 2 HD	Fubo Sports 2 HD [US]	dummy			0		
US: FUBO SPORTS 3 HD	Fubo Sports 3 HD [US]	dummy			0		
US: FUBO SPORTS 4 HD	Fubo Sports 4 HD [US]	dummy			0		
US: FUBO SPORTS 5 HD	Fubo Sports 5 HD [US]	dummy			0		
US: FUSE MUSIC HD	Fuse Music HD [US]	dummy			0		
US: FXM HD	Fxm HD [US]	dummy			0		
US: GAME TV HD	Game TV HD [US]	norm-name	provider_14	GameTV.ca	61	c9cd2bc49c	The Price Is Right | Murdoch Mysteries | The Past and the Curious
US: GINX ESPORTS HD	Ginx Esports HD [US]	dummy			0		
US: GREAT AMERICAN COUNTRY 4K	Great American Country 4K [US]	dummy			0		
US: GREAT AMERICAN FAITH & LIVING	Great American Faith & Living [US]	dummy			0		
US: Game Show Central	Game Show Central [US]	norm-name	provider_12	GameShowCentral.us@SD	0		
US: HD NET MOVIES HD	HD Net Movies HD [US]	dummy			0		
US: INFOWARS TV HD	Infowars TV HD [US]	dummy			0		
US: ION	Ion [US]	dummy			0		
US: ION MYSTERY	Ion Mystery [US]	norm-name	US2	ION.Mystery.us2	0		
US: ION PLUS	Ion Plus [US]	dummy			0		
