effective_id	display_name	match_tier	source	donor_cid	real_prog_count	prog_fp	sample_titles
GO: DISNEY JUNIOR	Disney Junior [GO]	token	US2	Disney.Junior.HD.us2	0		
GO: DISNEY XD	Disney Xd [GO]	token	US2	Disney.XD.HD.us2	0		
GO: DOCUMENTARY+	Documentary+ [GO]	dummy			0		
GO: DOG WHISPERER	Dog Whisperer [GO]	token	provider_3	6b0c9b83-a93d-4516-bba9-02bf5d5c06b2	131	9247625ee4	Dog Whisperer
GO: DOVE TV	Dove TV [GO]	token	provider_3	197dee36-1b7f-4796-8332-f6565aa389a3	82	005f0688dc	Sue Thomas F.B.Eye | Love at First Like | 10 Steps to Love
GO: DRAFTKINGS	Draftkings [GO]	dummy			0		
GO: DROOL	Drool [GO]	dummy			0		
GO: DUCK DYNASTY	Duck Dynasty [GO]	token	provider_3	45c79610-0f58-4ab3-a9b7-d1b2c2a54bc3	236	03bb65f14e	Duck Dynasty
GO: E!	E! [GO]	dummy			0		
GO: E! KEEPING UP	E! Keeping Up [GO]	token	provider_3	1814ce60-55e6-4379-a7dc-01d0d669dcd4	207	3bf1af7278	Khloé and Lamar | Keeping Up With the Kardashians | Kourtney & Khloé Take Miami
GO: EARTH TOUCH	Earth Touch [GO]	token	provider_3	3c8bc69a-ab82-4d66-a699-d111f5006b60	149	919ab1fdfb	Search for the King Cobra | Epic Earth | Karina: Most Intriguing Safari Destinations
GO: EARTHX	Earthx [GO]	dummy			0		
GO: EBONY TV	Ebony TV [GO]	token	provider_3	4ce170e6-9219-42f3-8b02-ad3a5b851e81	165	801df4ea6a	Peeples | Love Thy Neighbor | Greenleaf
GO: EL REY REBEL	El Rey Rebel [GO]	token	provider_3	1e160544-00bc-4b3c-88df-455fb4af26e2	72	065cb95939	Machete Kills | The Director's Chair | Sharknado 2: The Second One
GO: ESPN	ESPN [GO]	dummy			0		
GO: ESPN2	ESPN2 [GO]	dummy			0		
GO: ESPN8: THE OCHO	ESPN8: The Ocho [GO]	token	provider_3	1376d7e8-791b-4e90-a8f9-2719d1933d6d	135	589f534fe5	Great American Events | 2023 FTA World Championship | Roofball
GO: ESPNEWS	Espnews [GO]	dummy			0		
GO: ESPNU	Espnu [GO]	dummy			0		
GO: FAIL ARMY	Fail Army [GO]	token	provider_3	5b2cc61c-32c8-42db-8c2e-ec527e55f1fa	230	42ef158536	FailArmy Playlist | Humans Vs. Everything | FailArmy: 50 vs. 50
GO: FAMILY ENTERTAINMENT TELEVISION	Family Entertainment Television [GO]	dup-feed-scrub	provider_3	927bdde6-1594-4fd6-9216-b62832020831	0		
GO: FAMILY FEUD (STEVE HARVEY)	Family Feud (Steve Harvey) [GO]	token	provider_3	f4616bcd-507f-4083-8ed3-122a5dec2fcf	142	d868020625	Funniest Answers | Fast Money | Compilations
GO: FAMILY MOVIE CLASSICS	Family Movie Classics [GO]	token	provider_3	d4791ed5-5e7e-4596-bbe6-1884f80bf100	81	7bd94d782a	Paid Programming | Day of the Badman | Beach Party
GO: FANDUEL TV	Fanduel TV [GO]	token	provider_3	29f35d32-a695-40de-9fbb-56d5c0204822	30	6bd52522d5	Live Racing! International | Live Racing! East Coast | Live Racing! Coast to Coast
GO: FIGHT NETWORK	Fight Network [GO]	dummy			0		
GO: FM	FM [GO]	dummy			0		
GO: FOOD NETWORK	Food Network [GO]	dummy			0		
GO: FOX BUSINESS NETWORK	FOX Business Network [GO]	token	provider_3	84df7371-69e0-49be-a058-bf2f6e8bac84	158	6361c19f76	Cops | Weather Command Weekend | Maria Bartiromo's Wall Street
GO: FOX NEWS CHANNEL	FOX News Channel [GO]	token	US2	Fox.News.Channel.HD.us2	0		
GO: FOX SOUL	FOX Soul [GO]	token	US2	FOX.SOUL.us2	0		
GO: FOX SPORTS 1	FOX Sports 1 [GO]	token	provider_14	foxsports1.us	31	7f83203956	FIFA World Cup On FOX After Hours With James Corden | NHRA Sportsman Series | Wake Up Barstool
GO: FOX SPORTS 2	FOX Sports 2 [GO]	token	provider_14	FoxSports2.us	35	66b5bfbbd7	OutKick the Show With Clay Travis | Live: AFL Premiership Football | FIFA World Cup 2026
GO: FOX WEATHER	FOX Weather [GO]	token	provider_14	FoxWeather.us	25	159aa6144f	Live: FOX Weather First | Live: Weather Command | Live: America's Weather Center
GO: FOX-WNYW	FOX-Wnyw [GO]	dummy			0		
GO: FREEFORM	Freeform [GO]	dummy			0		
GO: FUEL TV	Fuel TV [GO]	token	provider_3	cff1891b-b09a-4b79-9d89-28754383976e	255	0b3cba99c4	Standard Snowboard Show | The Adventures of Danny & the Dingo | The Ultimate Rider
GO: FUSE	Fuse [GO]	dummy			0		
GO: FX	FX [GO]	dummy			0		
GO: FX MOVIE CHANNEL	FX Movie Channel [GO]	token	provider_3	d7088b74-3db2-4672-825e-6c7cb8ff41ec	59	15a907ff94	The Black Swan | Nightmare Alley | Laura
GO: FXX	Fxx [GO]	dummy			0		
GO: FYI	Fyi [GO]	dummy			0		
GO: GALAVISION	Galavision [GO]	dummy			0		
GO: GEM SHOPPING NETWORK	Gem Shopping Network [GO]	token	provider_3	e499c4cf-6b9b-483f-b1fa-cbd0d79a81bf	21	2bbab46deb	Everyday Treasure With Stu | Calabasas Collection With Kurt | Gem Bleu With Daniel
GO: GET	Get [GO]	dummy			0		
GO: GHOSTS ARE REAL	Ghosts Are Real [GO]	token	provider_3	fb00926e-50d3-48f0-825f-92d0be19713e	148	0982941f63	Paranormal Caught on Camera | Kindred Spirits | Ghost Brothers
GO: GOLF CHANNEL	Golf Channel [GO]	token	US2	Golf.Channel.HD.us2	0		
GO: GOLFPASS	Golfpass [GO]	dummy			0		
GO: GOTRAVELER	Gotraveler [GO]	dummy			0		
GO: GREAT AMERICAN ADVENTURES	Great American Adventures [GO]	rescue-token	US2	Great.American.Adventures.us2	0		
GO: GREAT AMERICAN FAMILY	Great American Family [GO]	token	provider_3	7d74cbcf-0ae9-4981-b7ba-9dde99194efa	70	68fecd0f5f	Catering Christmas | Wedding Cake Dreams | As Gouda As It Gets
GO: GRIT	Grit [GO]	dummy			0		
GO: GSN	Gsn [GO]	dummy			0		
GO: GUSTO TV	Gusto TV [GO]	token	provider_3	ea82c4aa-5081-46b9-8328-f9a7501f8f7c	217	6637776dca	Road Grill | Fresh Market Dinners | Watts on the Grill
GO: HALLMARK CHANNEL	Hallmark Channel [GO]	token	provider_3	cb4259f1-c227-41e7-8542-1d08a47cf49d	140	5195547ace	Reba | Valentine Ever After | Falling in Love in Niagara
GO: HBO EAST	HBO East [GO]	token	provider_3	4fc097f1-e123-4b41-b302-faf4e7d82118	78	d7594b4471	The Lighthouse | Architecton | Real Time With Bill Maher
GO: HBO2 EAST	HBO2 East [GO]	dummy			0		
GO: HEROES & ICONS	Heroes & Icons [GO]	rescue-token	provider_3	6107dde2-4d9f-4c2e-9cb7-75e49ce72ea9	136	d6f3044f5a	Walker, Texas Ranger | Renegade | Batman
GO: HERSPHERE	Hersphere [GO]	dummy			0		
GO: HGTV	Hgtv [GO]	dummy			0		
GO: HISTORY	History [GO]	dummy			0		
GO: HISTORY & WARFARE	History & Warfare [GO]	rescue-token	provider_3	6ba0f00a-e4f9-4ad7-8bc0-58c1b1be2d5c	134	b06169049e	Megapolis: The Ancient World Revealed | Tombs Of Egypt: Imhotep, The Pyramid Creator | Battlefield America
GO: HLN	Hln [GO]	dummy			0		
GO: HOME SHOPPING NETWORK	Home Shopping Network [GO]	dup-feed-scrub	provider_3	b4163eb0-abb6-4753-b830-e95334a7c96c	0		
GO: HOW TO	How To [GO]	token	provider_3	605b59bf-b596-44f8-9cc6-ce69d80657e3	281	87fd41cac0	How It's Made | Heavy Metal Task Force | How Do Animals Do That?
GO: I24 NEWS	I24 News [GO]	dummy			0		
GO: ICE ROAD TRUCKERS	Ice Road Truckers [GO]	token	provider_3	b6b9e4bb-503a-492c-88f5-4de71aedaae8	141	2d9ddccb10	Ice Road Truckers
GO: IFC	Ifc [GO]	dummy			0		
GO: INFAST	Infast [GO]	dummy			0		
GO: INVESTIGATION DISCOVERY	Investigation Discovery [GO]	dummy			0		
GO: INWONDER	Inwonder [GO]	dummy			0		
GO: ION EAST	Ion East [GO]	dummy			0		
GO: JAMIE OLIVER	Jamie Oliver [GO]	token	provider_3	26cde0b9-26f2-4b0d-b505-ac7e75f89529	184	6abc923e7c	Jamie's 20 Family Favorites | Jamie's Easy Meals for Every Day | Save With Jamie
GO: JEWELRY TV	Jewelry TV [GO]	dummy			0		
GO: JOEL OSTEEN	Joel Osteen [GO]	token	provider_3	51b72650-121d-42fa-842c-3b87b040b05a	217	be688efb11	Joel Osteen Weekly
GO: JUSTICE CENTRAL	Justice Central [GO]	token	provider_14	JusticeCentral.us	96	726ea8d7b9	Supreme Justice With Judge Karen | Justice With Judge Mablean | We the People With Judge Lauren Lake
GO: LET'S MAKE A DEAL	Let'S Make A Deal [GO]	rescue-token	provider_3	6037ae8a-1207-4e0a-8284-da0155266094	149	09f263840d	Let's Make a Deal
GO: LIFETIME	Lifetime [GO]	dummy			0		
GO: LIFETIME MOVIE NETWORK	Lifetime Movie Network [GO]	token	provider_14	LifetimeMovieNetwork.us	30	0d957dbe07	Freedom to Leave the House! Inogen Portable Oxygen | Paid Programming | The Beach Read Murders
GO: LOGO	Logo [GO]	dummy			0		
GO: LOOLOO KIDS	Looloo Kids [GO]	token	provider_3	2a20c19d-ae2c-4b15-8b6c-24223a4c4d40	61	3d89f2645a	Good Morning, Sunshine! | Jump for Joy | ABC -123!
GO: LOVE NATURE	Love Nature [GO]	dummy			0		
GO: MAGELLANTV WILDEST	Magellantv Wildest [GO]	token	provider_3	3d9c81e7-7124-4de1-a978-a013a4d40947	151	5e564d754c	The Secret Life of Bats | The Secret Life of Seals | Frontier Sumatra
GO: MAGNOLIA NETWORK	Magnolia Network [GO]	token	provider_3	43847d39-8406-487a-b232-8ceea451186e	134	39bbe1d2f1	Barnwood Builders | Restoration Road With Clint Harp | Ask This Old House
GO: MEATEATER	Meateater [GO]	dummy			0		
GO: METV	Metv [GO]	dummy			0		
GO: METV TOONS	Metv Toons [GO]	token	US2	MeTV.Toons.us2	0		
GO: MGM+	Mgm+ [GO]	dummy			0		
GO: MGM+ HITS	Mgm+ Hits [GO]	token	provider_3	94e444e1-e188-46a0-b5d4-913a3945fa7a	67	c5622cdfd5	The Mighty Quinn | The Keep | Motel Hell
GO: MGM+ MARQUEE	Mgm+ Marquee [GO]	token	provider_3	811a9bcb-279f-4362-8a9b-2845fe3eb636	64	88978c1f98	Dreamgirls | 1984 | Days of Thunder
GO: MILITARY HEROES	Military Heroes [GO]	token	provider_3	07e6d416-6d4c-4a0f-8848-e49bb6f8e25f	121	34d796ae22	Grant | Brad Meltzer's Decoded | America's Book of Secrets: Special
GO: MILLION DOLLAR LISTING VAULT	Million Dollar Listing Vault [GO]	dummy			0		
GO: MLB NETWORK	MLB Network [GO]	token	US2	MLB.Network.HD.us2	0		
GO: MLB NETWORK ALTERNATE	MLB Network Alternate [GO]	token	US2	MLB.Network.HD.us2	0		
GO: MNT-WWOR	Mnt-Wwor [GO]	dummy			0		
GO: MODERN MARVELS	Modern Marvels [GO]	token	provider_3	3113dc10-422a-4139-b6d0-93fceb900d74	140	b6e8c6c165	Modern Marvels | Modern Marvels Essentials | Modern Marvels: Then and Now
GO: MOTORTREND	Motortrend [GO]	dummy			0		
GO: MOVIESPHERE	Moviesphere [GO]	dummy			0		
GO: MSG	Msg [GO]	dummy			0		
GO: MSG ALT-1	Msg Alt-1 [GO]	token	provider_3	5e2df6ea-3021-4cd5-a3bb-8710e97fa73f	127	a83c99fc7c	DraftKings Casino Report | Under Eye Bags? SOLUTION! | Knicks Talk Live
GO: MSG ALT-2	Msg Alt-2 [GO]	dup-feed-scrub	provider_3	9c6e69b3-e20b-490f-a382-109a9798642c	0		
GO: MSG ALT-3	Msg Alt-3 [GO]	token	provider_3	6e57ff28-45ae-4136-926e-f2bcb4cf4921	39	d017ee8798	SIGN OFF
GO: MSG SPORTSNET 635	Msg Sportsnet 635 [GO]	dummy			0		
GO: MSNBC	Msnbc [GO]	dummy			0		
GO: MTV	Mtv [GO]	dummy			0		
GO: MTV CLASSIC	Mtv Classic [GO]	token	provider_3	d1557f70-9718-4365-aca6-0fdc7b6c94c6	121	7a04dd779f	Classic Videos | Total Request Playlist | Yo! Hip Hop Mix
GO: MTV2	MTV2 [GO]	dummy			0		
GO: MYTHBUSTERS	Mythbusters [GO]	dummy			0		
GO: NAT GEO WILD	Nat Geo Wild [GO]	dummy			0		
GO: NATIONAL GEOGRAPHIC CHANNEL	National Geographic Channel [GO]	token	provider_4	NationalGeographic.uk@SD	134	d6456935c5	To Catch A Smuggler | Abandoned Megastructures | Food Factory
GO: NBA TV	NBA TV [GO]	rescue-token	provider_3	5cb6a6db-9440-40c2-8759-6f3475f9b6ea	100	a362c9e0ae	NBA Shot Clock | The Association | WNBA Shot Clock: Games of the Week
GO: NBC NEWS NOW	NBC News Now [GO]	token	provider_3	13037afa-9397-4f2a-b015-069621319ced	121	cca05d792c	Dateline NBC | NBC Nightly News With Tom Llamas | Full Disclosure: Reality Behind Spielberg's Disclosure Day
GO: NBC SPORTS NOW	NBC Sports Now [GO]	token	provider_3	b9a635df-c9a1-459a-b714-a6ca56d137a3	148	f8a54fa1a6	WNBA on NBC Highlights Factory | The Dan Patrick Show | Numbers on the Board
GO: NBC-WNBC	NBC-Wnbc [GO]	dummy			0		
GO: NET MOVIES	Net Movies [GO]	dummy			0		
GO: NEWSMAX TV	Newsmax TV [GO]	token	provider_3	f8cccfab-d96c-40b0-9687-afe703819e99	106	0fb0961bcf	Caught on Bodycam | The Biden Chronicles | The World Seen From the Vatican
GO: NEWSNATION	Newsnation [GO]	dummy			0		
GO: NFL NETWORK	NFL Network [GO]	token	provider_3	8c6223d2-9bf7-4449-8ee6-a9f1cc2cc880	66	1f8c59dede	A Football Life | The Insiders | United Football League
GO: NHL NETWORK	NHL Network [GO]	token	provider_3	028e8e6c-3ecd-4248-a436-1f3284a3f955	112	99c5627645	NHL Tonight | One Winona: The Making of a Hockey Town | Inside the NBHL
GO: NICK JR.	Nick Jr [GO]	dummy			0		
GO: NICKELODEON EAST	Nickelodeon East [GO]	token	provider_3	3914ef4b-2eb7-48f5-99fb-8216ee8e37ad	206	fb1e51cd55	Modern Family | The Neighborhood | SpongeBob SquarePants
GO: NICKTOONS	Nicktoons [GO]	dummy			0		
GO: NOSEY	Nosey [GO]	dummy			0		
GO: OVATION	Ovation [GO]	dummy			0		
GO: OWN	Own [GO]	dummy			0		
GO: OXYGEN TRUE CRIME	Oxygen True Crime [GO]	token	provider_3	ed5ec2b7-b51a-4bf0-92b0-965232c6c5e0	114	0e109398d0	Dateline | Dateline: Secrets Uncovered | The Death Investigator With Barbara Butcher
GO: OXYGEN TRUE CRIME ARCHIVES	Oxygen True Crime Archives [GO]	token	provider_3	9ebb3bd2-af94-436d-8123-4add71872f98	146	1301eb26d9	Snapped
GO: PARAMOUNT TV	Paramount TV [GO]	dummy			0		
GO: PBS KIDS	Pbs Kids [GO]	token	US2	PBS.KIDS.HD.us2	0		
GO: PBS-WNET	Pbs-Wnet [GO]	dummy			0		
GO: PBS-WNJN	Pbs-Wnjn [GO]	dummy			0		
GO: PICKLEBALL TV	Pickleball TV [GO]	token	provider_3	d351ef21-b01e-434f-acec-712e62b6d093	48	8bb82c1fdd	MLP Austin | Shock and Awe | Brighter Pickleball: On Tour
GO: PLAYERS TV	Players TV [GO]	token	provider_3	01aead45-ac59-49b6-9ee0-a513c60e373f	182	568102d9c5	Front Office | Family First | Cooking Clean With DeAndre Jordan
GO: POKERGO	Pokergo [GO]	dummy			0		
GO: POP	Pop [GO]	dummy			0		
GO: POWERNATION	Powernation [GO]	dummy			0		
GO: PUREFLIX TV	Pureflix TV [GO]	token	provider_3	7e3cd866-061b-410c-86cf-5aa5fc6e6937	67	f3ad0aa179	Reel Inspiration | Programming Will Return at 6 AM EST | Be Mine
GO: PURSUIT CHANNEL	Pursuit Channel [GO]	token	provider_14	PursuitChannel.us	87	e34e164908	Paid Programming | Fly Rod Chronicles | Federation Angler TV
GO: QVC	Qvc [GO]	dummy			0		
GO: QVC2	QVC2 [GO]	dummy			0		
GO: QVC3	QVC3 [GO]	dummy			0		
GO: RACER NETWORK	Racer Network [GO]	token	provider_3	21e41317-1a4e-4302-b43e-b916fa1e7534	153	1db99dd0ae	2026 DAKAR Rally | Creative Drive | Launch Control
GO: RACING AMERICA	Racing America [GO]	token	provider_3	d8e10041-feec-44fa-983f-dd8ae07323fe	146	ea8668d60b	Victory Lane with Davey Segal | Instant Classic | Road To Glory: Trans Am
GO: REAL HOUSEWIVES VAULT	Real Housewives Vault [GO]	token	provider_3	c641c3d4-7d95-4f74-b0f5-703356eef6c2	147	225a11a1b9	The Real Housewives of New Jersey | The Real Housewives of Beverly Hills | The Real Housewives of New York City
GO: RECIPETV	Recipetv [GO]	dummy			0		
GO: REELZCHANNEL	Reelzchannel [GO]	dummy			0		
GO: REVOLT	Revolt [GO]	dummy			0		
GO: RFD-TV	Rfd-TV [GO]	token	provider_3	33b33049-4d09-4ad9-8c25-b1862f8a7600	173	bc6ecede02	Inogen Portable Oxygen - No More Tanks! | Emma: Natural Relief for Bloating, Constipation & Gut Imbalance | MLF General Tire Team Series
GO: RIG TV	Rig TV [GO]	token	provider_3	48e1a675-8d4b-472e-bcde-159312ae7ce5	184	7bd6034eff	Monster House | Verminators | American Made
GO: RVTV	Rvtv [GO]	dummy			0		
GO: SAY YES TO THE DRESS	Say Yes To The Dress [GO]	token	provider_3	ebb2a922-67e6-4067-ad83-bba5a293a77c	278	3217630823	Say Yes to the Dress: Atlanta | Say Yes to the Dress | Say Yes to the Dress: The Big Day
GO: SCIENCE	Science [GO]	dummy			0		
GO: SCIENTOLOGY NETWORK	Scientology Network [GO]	token	provider_3	336feaf4-0c3f-4b91-b903-81d2694ba296	181	23e69eb45e	The Truth About Drugs | I Am a Scientologist | Chick Corea: In the Mind of a Master
GO: SCRIPPS NEWS	Scripps News [GO]	token	provider_3	0efea3bb-d064-4de1-b4e0-9b374f028af5	153	ca9fd61508	Caught On... Clips | Good to Know | Scripps News Weekend
GO: SEC NETWORK	Sec Network [GO]	token	provider_3	3c8abb32-1002-4118-a3b2-2201be88fe5a	108	38f25f62ed	College Rowing | SEC Now | Marty & McGee
GO: SHOP LC	Shop Lc [GO]	token	US2	Shop.LC.us2	0		
GO: SHORTS TV	Shorts TV [GO]	token	US2	Shorts.TV.us2	0		
GO: SMITHSONIAN CHANNEL	Smithsonian Channel [GO]	token	provider_3	b7dd0c3c-d22b-4a6b-b360-dcaf56deab7f	121	ae937f72bf	Air Disasters | Aerial America | Mighty Ships
GO: SNL VAULT	Snl Vault [GO]	token	provider_3	1354ac42-cf21-4578-82df-9e35c0657718	129	c701a74eae	Saturday Night Live
GO: SOMOS NOVELAS	Somos Novelas [GO]	dummy			0		
GO: SPEEDVISION	Speedvision [GO]	dummy			0		
GO: SPORTSGRID	Sportsgrid [GO]	dummy			0		
GO: SPORTSMAN CHANNEL	Sportsman Channel [GO]	token	provider_3	35c1ba7e-1007-4171-a7a1-a04912e8149f	241	f2ccce7285	Hook the Future | Angling Edge | Jimmy Houston Outdoors
GO: SPORTSNET NEW YORK 639	Sportsnet New York 639 [GO]	dummy			0		
GO: STADIUM STREAM	Stadium Stream [GO]	token	provider_3	d21c2609-c765-4efd-a9d3-d739d4a42289	56	87c24b6e38	BYB Xtreme Fighting Series | Bare Knuckle Boxing | International Brawling Championship 3
GO: START TV	Start TV [GO]	token	provider_14	StartTV.us	50	96f2ec2338	Ghost Whisperer | Strong Medicine | Any Day Now
GO: STARZ ENCORE ACTION	Starz Encore Action [GO]	token	US2	Starz.Encore.Action.HD.us2	0		
GO: STARZ ENCORE BLACK	Starz Encore Black [GO]	token	provider_3	ecf02663-f12d-4e5b-954e-fcc64ed4c295	72	7d39c5281e	Sparkle | Jurassic Hunt | In the Shadows
GO: STARZ ENCORE CLASSIC	Starz Encore Classic [GO]	token	provider_3	69429991-b95f-4bef-8d71-ff6ba44d1824	71	5b3be9fdc8	Poetic Justice | Twice Upon a Yesterday | A Different Loyalty
GO: STARZ ENCORE EAST	Starz Encore East [GO]	token	provider_3	2b37e536-052a-4969-b5c9-2bc1455d8c51	82	0768607fa0	Power Book III: Raising Kanan | 2 Guns | The Listeners
GO: STARZ ENCORE FAMILY	Starz Encore Family [GO]	token	provider_3	f25513f5-3685-40aa-a172-c07265006b5b	88	d3c17adba7	Trading Mom | Wings | Wings: Sky Force Heroes
GO: STARZ ENCORE SUSPENSE	Starz Encore Suspense [GO]	token	provider_3	0e89f29b-17a7-4e9e-8edd-bbe2de49cb56	73	04dfb79a13	The One I Love | Sector 4: Extraction | Underworld
GO: STARZ ENCORE WEST	Starz Encore West [GO]	token	provider_14	StarzEncore.us	27	5897062988	How She Move | This Must Be the Place | The Heat
GO: STARZ ENCORE WESTERNS	Starz Encore Westerns [GO]	token	provider_14	StarzEncoreWesterns.us	43	9ca6528157	Kansas Pacific | Cattle Queen of Montana | The Man From Utah
GO: SUNDANCE TV	Sundance TV [GO]	dummy			0		
GO: SUPERMARKET SWEEP	Supermarket Sweep [GO]	token	provider_3	aac0e9ef-e46b-4207-943f-75519c3d64d9	281	525f3f6ba7	Supermarket Sweep
GO: SURF CINEMA	Surf Cinema [GO]	token	provider_3	01ea1d5d-dd94-4db1-9eef-4a1f5979251b	159	c2e26a187b	Dirty Old Wedge | And Two If by Sea | Andy Irons: Kissed by God Raw Outtakes
GO: SWEET ESCAPES	Sweet Escapes [GO]	token	provider_3	9007fc14-113d-4e1e-bf32-abc1a8777d1d	150	7fc1041e14	Cake Wars | Cake Wars Christmas | Cupcake Wars
GO: SWERVE COMBAT	Swerve Combat [GO]	token	provider_3	f90768ab-a273-4808-9460-30818f1839f9	81	3d236fc811	Bare Knuckle Boxing | Strongman Champions League | Combat FC 12 - Prelims
GO: SYFY	Syfy [GO]	alias	US2	Syfy.HD.us2	0		
GO: TASTEMADE	Tastemade [GO]	dummy			0		
GO: TASTEMADE HOME	Tastemade Home [GO]	token	provider_3	91732881-6d5e-48c9-bde5-6ae4496e2598	161	8c7919b6ad	Alan Cumming's Paradise Homes | Styled | Property Brothers
GO: TASTEMADE TRAVEL	Tastemade Travel [GO]	token	provider_3	08b29152-16a7-4cd4-bd22-f34eec8fea27	121	209d7e6fa7	World's Most Incredible Hotels | Gordon Ramsay's Road Trip | The Pizza City You've Never Heard Of
GO: TBS	Tbs [GO]	dummy			0		
GO: TCM	Tcm [GO]	dummy			0		
GO: TEENNICK	Teennick [GO]	dummy			0		
GO: TENNIS CHANNEL	Tennis Channel [GO]	token	provider_3	cebcc32e-32d6-495d-989b-99f1062b1624	31	e8ca592443	Courtside - Live | Courtside | Center Court Live
GO: TENNIS CHANNEL 2	Tennis Channel 2 [GO]	token	provider_3	2ad8b4d0-8c6f-4360-84e5-79f5f1874aee	36	fb39d45aae	2026 HSBC Championships Tennis | Challenger Tour-Live | ATP Tour This Week
GO: THE DESIGN NETWORK	The Design Network [GO]	token	provider_3	f6dbe792-f9fd-4cb7-a8f2-4e9cc342700e	226	0659d6efe6	The Vision Maker | The Sabrina Soto Show | Homeworthy: The Collection
GO: THE FIRST	The First [GO]	token	US2	The.First.us2	0		
GO: THE JIM ROME SHOW	The Jim Rome Show [GO]	token	provider_3	d72fbe30-8ad9-48b4-8f51-90991572ae1e	85	f4d7432b63	Jim Rome Show | The Jim Rome Podcast
GO: THE PET COLLECTIVE	The Pet Collective [GO]	token	provider_11	the-pet-collective	31	a9069c75b6	The Pet Collective Programming
GO: THE PRICE IS RIGHT: DREW CAREY	The Price Is Right: Drew Carey [GO]	token	provider_3	6543ae89-5bf4-4bb8-83b9-916c55a8b59b	133	24776f5584	The Price Is Right
GO: THE PRICE IS RIGHT: THE BARKER ERA	The Price Is Right: The Barker Era [GO]	token	provider_3	b13da9ab-076b-4009-a367-38a282ea78da	138	ae31a0c9de	The Price Is Right
GO: THE WEATHER CHANNEL	The Weather Channel [GO]	token	provider_3	3aa82652-2a94-49db-a4a3-76d5f1c6d843	121	8c7f28fbb1	Top Ten Worst Tornadoes | America's Weekend Headquarters | Weekend Recharge
GO: THEGRIO	Thegrio [GO]	dummy			0		
GO: THREE STOOGES	Three Stooges [GO]	token	provider_3	aa7407ef-0ee4-4141-89bb-8e22016507ac	281	d2d04f77bb	The Three Stooges | I'll Never Heil Again | In the Sweet Pie and Pie
GO: TINY HOUSE NATION	Tiny House Nation [GO]	token	provider_3	45f5b2a9-2318-41e2-a471-e2f2efcdcfa7	184	01673b9458	Tiny House Hunting | Tiny House Nation
GO: TLC	TLC [GO]	dummy			0		
GO: TMO-WNJU	Tmo-Wnju [GO]	dummy			0		
GO: TNA	Tna [GO]	dummy			0		
GO: TNT	TNT [GO]	dummy			0		
GO: TODAY ALL DAY	Today All Day [GO]	token	provider_3	8f6ceea8-50d7-46b3-9c25-4b61598f94d9	235	a4a80ad1fb	Today | Today 3rd Hour | Today With Jenna & Sheinelle
GO: TOTAL CRIME	Total Crime [GO]	dummy			0		
GO: TRAVEL CHANNEL	Travel Channel [GO]	dummy			0		
GO: TRIBECA FESTIVAL+	Tribeca Festival+ [GO]	token	provider_3	e1cff18d-72d2-4ed5-af15-edfc04661523	130	db35070fff	Palo Alto | Tribeca Festival | Still Life
GO: TRUE CRIME NOW	True Crime Now [GO]	token	provider_3	63a853ea-605c-44bc-aecb-7d660282352e	131	425005b2b5	Cause of Death | Becoming Ian Brady | Granny Killer
GO: TRUTV	Trutv [GO]	dummy			0		
GO: TUDN	Tudn [GO]	dummy			0		
GO: TV LAND	TV Land [GO]	token	provider_14	TVLand.us	87	586c7649d7	The New Adventures of Old Christine | The Drew Barrymore Show | The Andy Griffith Show
GO: TV ONE	TV One [GO]	dummy			0		
GO: UNIMAS WEST	Unimas West [GO]	token	provider_3	dad499f5-14e2-43f8-a98a-333022817223	121	c0ca11db36	Desafío: The Box | Programa pagado | Veredicto final
GO: UNIVERSO	Universo [GO]	dummy			0		
GO: UNIVISION EAST	Univision East [GO]	dummy			0		
GO: UNIVISION-WXTV	Univision-Wxtv [GO]	dummy			0		
GO: UNXPLAINED ZONE	Unxplained Zone [GO]	token	provider_3	ce445d73-10fd-4bdd-a147-18571f90a0bf	141	1b9c350bdd	Ancient Aliens | The UnXplained
GO: UP	Up [GO]	dummy			0		
GO: USA NETWORK	USA Network [GO]	token	US2	USA.Network.HD.us2	0		
GO: VH1	VH1 [GO]	dummy			0		
GO: VICE	Vice [GO]	dummy			0		
GO: WAYPOINT TV	Waypoint TV [GO]	token	provider_3	6ddbad2d-436e-4d64-8754-16d598c5edb0	166	6fc7ad4590	The Raven Project | American Heroes Outdoors | Spring Thunder
GO: WE TV	We TV [GO]	token	US2	WE.tv.HD.us2	0		
GO: WILLOW SPORTS	Willow Sports [GO]	token	provider_3	90a0ccfd-61b9-4904-999a-c97a9befe3cc	118	a95400dab5	Tri-Nations Series Cricket | Cricket Preview | 2026 ICC Women's T20 Cricket World Cup
GO: WLNY	Wlny [GO]	dummy			0		
GO: WOMEN'S SPORTS NETWORK	Women'S Sports Network [GO]	rescue-token	provider_3	812f6dbf-9b5a-4f45-9af8-d1723d847dfe	102	3c6f855b37	2021 Solheim Cup | 2021 SLS Championship Tour: Lake Havasu - Women's Final - Highlights | Redefined Podcast
GO: YAHOO FINANCE	Yahoo Finance [GO]	token	provider_3	f4fb0d15-77c9-4ef8-b86c-1500ae958250	178	9047027ad1	Market Domination: Overtime | Asking for a Trend | Market Movers
GO: YANKEES ENTERTAINMENT & SPORTS NETWORK	Yankees Entertainment & Sports Network [GO]	dummy			0		
